C0003074	['Anion Gap']
C0551571	['History of alcohol use:Finding:Point in time:^Patient:Nominal:Reported']
C0551572	['History of cognitive function:Finding:Point in time:^Patient:Narrative:Reported']
C0551573	['History of cognitive function:Finding:Point in time:^Patient:Nominal:Reported']
C0551574	['History of growth+Development:Finding:Point in time:^Patient:Narrative:Reported']
C0551575	['History of growth+Development:Finding:Point in time:^Patient:Nominal:Reported']
C0551576	['History of hospitalizations:Finding:Point in time:^Patient:Narrative:Reported']
C0551577	['History of hospitalizations:Finding:Point in time:^Patient:Nominal:Reported']
C0551578	['History of major illnesses and injuries:Finding:Point in time:^Patient:Narrative:Reported']
C0551579	['History of major illnesses and injuries:Finding:Point in time:^Patient:Nominal:Reported']
C0551580	['History of occupation:Finding:Point in time:^Patient:Narrative:Reported']
C0551581	['History of occupation:Finding:Point in time:^Patient:Nominal:Reported']
C0551582	['History of other nonmedical drug use:Finding:Point in time:^Patient:Narrative:Reported']
C0551583	['History of other nonmedical drug use:Finding:Point in time:^Patient:Nominal:Reported']
C0551584	['History of other social factors:Finding:Point in time:^Patient:Narrative:Reported']
C0551585	['History of other social factors:Finding:Point in time:^Patient:Nominal:Reported']
C0551586	['History of outpatient visits:Finding:Point in time:^Patient:Narrative:Reported']
C0551587	['History of outpatient visits:Finding:Point in time:^Patient:Nominal:Reported']
C0551588	['History of past illness:Finding:Point in time:^Patient:Narrative:Reported']
C0551589	['History of past illness:Finding:Point in time:^Patient:Nominal:Reported']
C0551590	['History of sexual behavior:Finding:Point in time:^Patient:Narrative:Reported']
C0551591	['History of sexual behavior:Finding:Point in time:^Patient:Nominal:Reported']
C0551592	['History of symptoms & diseases:Finding:Point in time:Allergic & Immunologic:Narrative:Reported']
C0551593	['History of symptoms & diseases:Finding:Point in time:Allergic & Immunologic:Nominal:Reported']
C0551594	['History of symptoms & diseases:Finding:Point in time:Breasts:Narrative:Reported']
C0551595	['History of symptoms & diseases:Finding:Point in time:Breasts:Nominal:Reported']
C0551596	['History of symptoms & diseases:Finding:Point in time:Ears & Nose (nasal passage) & Sinuses & Mouth & Thr:Narrative:Reported']
C0551597	['History of symptoms & diseases:Finding:Point in time:Ears & Nose (nasal passage) & Sinuses & Mouth & Thr:Nominal:Reported']
C0551598	['History of symptoms & diseases:Finding:Point in time:Gastrointestinal system:Narrative:Reported']
C0551599	['History of symptoms & diseases:Finding:Point in time:Gastrointestinal system:Nominal:Reported']
C0551600	['History of symptoms & diseases:Finding:Point in time:Genitourinary systems:Narrative:Reported']
C0551601	['History of symptoms & diseases:Finding:Point in time:Genitourinary systems:Nominal:Reported']
C0551602	['History of symptoms & diseases:Finding:Point in time:Integumentary system:Narrative:Reported']
C0551603	['History of symptoms & diseases:Finding:Point in time:Integumentary system:Nominal:Reported']
C0551604	['History of tobacco use:Finding:Point in time:^Patient:Narrative:Reported']
C0551605	['History of tobacco use:Finding:Point in time:^Patient:Nominal:Reported']
C0551606	['Hospital discharge Dx:Impression/interpretation of study:Point in time:^Patient:Narrative']
C0551607	['Hospital discharge followup:Finding:Point in time:^Patient:Narrative']
C0551608	['Hospital discharge studies summary:Finding:Point in time:^Patient:Narrative']
C0551609	['Illness or injury onset date and time:Time Stamp -- Date and Time:Point in time:^Patient:Quantitative']
C0551610	['History of immunization:Finding:Point in time:^Patient:Narrative:Reported']
C0551611	[]
C0551619	['Initial visit for chief complaint:Type:Point in time:^Patient:Nominal']
C0551620	['Labor and delivery records:Finding:-:^Patient:Document']
C0551621	['Laboratory report.total:Finding:Duration of an encounter:^Patient:Document']
C0551623	['Marital status and living arrangements:Finding:Point in time:^Patient:Narrative:Reported']
C0551624	['Marital status and living arrangements:Finding:Point in time:^Patient:Nominal:Reported']
C0551625	['Medical records:Finding:-:^Patient:Document']
C0551626	['Medication allergy:History:Point in time:^Patient:Nominal:Reported']
C0551627	['Nursery records:Finding:-:^Patient:Document']
C0551628	['Surgical operation note:Find:Pt:{Setting}:Doc:{Role}']
C0551629	['Patient problem outcome:Finding:Point in time:^Patient:Narrative']
C0551630	[]
C0551631	['Problem list:Finding:Point in time:^Patient:Nominal:Reported']
C0551632	[]
C0551633	['Subsequent evaluation note:Finding:Point in time:{Setting}:Document:{Provider}']
C0551634	['Subsequent evaluation note:Finding:Point in time:{Setting}:Document:Occupational therapy']
C0551635	['Subsequent evaluation note:Finding:Point in time:{Setting}:Document:Physical therapy']
C0551636	[]
C0551637	[]
C0551638	['Progress note:Find:Pt:{Setting}:Doc:Speech-language pathology']
C0551639	['Deprecated Review of symptoms and diseases: Find: Pt: ^Patient: Nar: Reported']
C0551640	['Deprecated Review of symptoms and diseases: Find: Pt: ^Patient: Nom: Reported']
C0551641	['Temperature charts:Finding:-:^Patient:Document']
C0551642	['Clostridium tetani immunization status:History:Point in time:^Patient:Nominal']
C0551644	['Physical examination by organ systems:Finding:Point in time:^Patient:Nominal:Observed']
C0551645	['Physical findings:Finding:Point in time:Ankle:Narrative:Observed']
C0551646	['Physical findings:Finding:Point in time:Ankle:Nominal:Observed']
C0551647	['Physical findings:Finding:Point in time:Upper arm:Narrative:Observed']
C0551648	['Physical findings:Finding:Point in time:Upper arm:Nominal:Observed']
C0551649	['Physical findings:Finding:Point in time:Axilla:Narrative:Observed']
C0551650	['Physical findings:Finding:Point in time:Axilla:Nominal:Observed']
C0551651	['Physical findings:Finding:Point in time:Buttocks:Narrative:Observed']
C0551652	['Physical findings:Finding:Point in time:Buttocks:Nominal:Observed']
C0551653	['Physical findings:Finding:Point in time:Calf:Narrative:Observed']
C0551654	['Physical findings:Finding:Point in time:Calf:Nominal:Observed']
C0551655	['Physical findings:Finding:Point in time:Cardiovascular system:Narrative:Observed']
C0551656	['Physical findings:Finding:Point in time:Cardiovascular system:Nominal:Observed']
C0551657	['Physical findings:Finding:Point in time:Chest:Narrative:Observed']
C0551658	['Physical findings:Finding:Point in time:Chest:Nominal:Observed']
C0551659	['Physical findings:Finding:Point in time:Chest wall:Narrative:Observed']
C0551660	['Physical findings:Finding:Point in time:Chest wall:Nominal:Observed']
C0551661	['Physical findings:Finding:Point in time:Ears & Nose (nasal passage) & Mouth & Throat:Narrative:Observed']
C0551662	['Physical findings:Finding:Point in time:Ears & Nose (nasal passage) & Mouth & Throat:Nominal:Observed']
C0551663	['Physical findings:Finding:Point in time:Elbow:Narrative:Observed']
C0551664	['Physical findings:Finding:Point in time:Elbow:Nominal:Observed']
C0551665	['Physical findings:Finding:Point in time:Foot:Narrative:Observed']
C0551666	['Physical findings:Finding:Point in time:Foot:Nominal:Observed']
C0551667	['Physical findings:Finding:Point in time:Forearm:Narrative:Observed']
C0551668	['Physical findings:Finding:Point in time:Forearm:Nominal:Observed']
C0551669	['Physical findings:Finding:Point in time:Gastrointestinal system:Narrative:Observed']
C0551670	['Physical findings:Finding:Point in time:Gastrointestinal system:Nominal:Observed']
C0551671	['Physical findings:Finding:Point in time:Genitalia:Narrative:Observed']
C0551672	['Physical findings:Finding:Point in time:Genitalia:Nominal:Observed']
C0551673	['Physical findings:Finding:Point in time:Genitalia.female:Narrative:Observed']
C0551674	['Physical findings:Finding:Point in time:Genitalia.female:Nominal:Observed']
C0551675	['Physical findings:Finding:Point in time:Genitalia.male:Narrative:Observed']
C0551676	['Physical findings:Finding:Point in time:Genitalia.male:Nominal:Observed']
C0551677	['Physical findings:Finding:Point in time:Groin:Narrative:Observed']
C0551678	['Physical findings:Finding:Point in time:Groin:Nominal:Observed']
C0551679	['Physical findings:Finding:Point in time:Hand:Narrative:Observed']
C0551680	['Physical findings:Finding:Point in time:Hand:Nominal:Observed']
C0551681	['Physical findings:Finding:Point in time:Hip:Narrative:Observed']
C0551682	['Physical findings:Finding:Point in time:Hip:Nominal:Observed']
C0551683	['Physical findings:Finding:Point in time:Knee:Narrative:Observed']
C0551684	['Physical findings:Finding:Point in time:Knee:Nominal:Observed']
C0551685	['Physical findings:Finding:Point in time:Musculoskeletal system:Narrative:Observed']
C0551686	['Physical findings:Finding:Point in time:Musculoskeletal system:Nominal:Observed']
C0551687	['Physical findings:Finding:Point in time:Neck:Narrative:Observed']
C0551688	['Physical findings:Finding:Point in time:Neck:Nominal:Observed']
C0551689	['Physical findings:Finding:Point in time:Respiratory system:Narrative:Observed']
C0551690	['Physical findings:Finding:Point in time:Respiratory system:Nominal:Observed']
C0551691	['Physical findings:Finding:Point in time:Shoulder:Narrative:Observed']
C0551692	['Physical findings:Finding:Point in time:Shoulder:Nominal:Observed']
C0551693	['Physical findings:Finding:Point in time:Thigh:Narrative:Observed']
C0551694	['Physical findings:Finding:Point in time:Thigh:Nominal:Observed']
C0551695	['Physical findings:Finding:Point in time:Wrist:Narrative:Observed']
C0551696	['Physical findings:Finding:Point in time:Wrist:Nominal:Observed']
C0551697	['Physical findings:Finding:Point in time:Hematologic+Lymphatic+Immunologic system:Narrative:Observed']
C0551698	['Physical findings:Finding:Point in time:Hematologic+Lymphatic+Immunologic system:Nominal:Observed']
C0551699	['Psychiatric findings:Finding:Point in time:^Patient:Narrative:Observed']
C0551700	['Psychiatric findings:Finding:Point in time:^Patient:Nominal:Observed']
C0551701	[]
C0551702	[]
C0551703	['Dictating practitioner ID:ID:Pt:Provider:Nom']
C0551704	[]
C0551705	[]
C0551706	[]
C0551707	[]
C0551708	[]
C0551709	[]
C0551710	[]
C0551711	[]
C0551712	[]
C0551713	['Electroencephalography study report:Find:Pt:{Setting}:Doc:{Role}']
C0551714	['Notes:Finding:Duration of an encounter:^Patient:Document:Nursing']
C0551715	['Study report:Finding:Point in time:Heart:Document:Cardiac echo']
C0551716	['Study report:Finding:Point in time:Heart:Document:EKG']
C0551717	[]
C0551718	['Study report:Finding:Point in time:^Patient:Document:Pathology']
C0551719	[]
C0551720	['Study.total:Finding:Point in time:To be specified in another part of the message:Document:Radiology.XXX']
C0551721	['Study report:Finding:Point in time:^Patient:Document:Surgical pathology']
C0551722	['Study.total:Finding:Point in time:Abdomen:Document:Computerized Tomography']
C0551723	['Study.total:Finding:Point in time:Chest:Document:Computerized Tomography']
C0551724	['Study.total:Finding:Point in time:Head:Document:Computerized Tomography']
C0551725	['Deprecated MRI Brain study']
C0551726	['Surgeon.assisting:Identifier:Point in time:Surgical procedure:Nominal']
C0551727	['Surgeon.resident:Identifier:Point in time:Surgical procedure:Nominal']
C0551728	['Surgeon.staff:Identifier:Point in time:Surgical procedure:Nominal']
C0551729	['Surgical drains:Finding:Point in time:Surgical procedure:Narrative']
C0551730	['Surgical drains:Finding:Point in time:Surgical procedure:Nominal']
C0551731	['Abortions:Number:Point in time:^Patient:Quantitative:Reported']
C0551732	['Abortions.induced:Number:Point in time:^Patient:Quantitative:Reported']
C0551733	['Abortions.spontaneous:Number:Point in time:^Patient:Quantitative:Reported']
C0551734	['Activity:Finding:Point in time:Heart^Fetus:Narrative:ULTRASOUND']
C0551735	['Activity:Finding:Point in time:Heart^Fetus:Nominal:ULTRASOUND']
C0551736	['Activity:Finding:Point in time:Limbs^Fetus:Narrative:ULTRASOUND']
C0551737	['Activity:Finding:Point in time:Limbs^Fetus:Nominal:ULTRASOUND']
C0551738	['Activity:Finding:Point in time:Respiratory system^Fetus:Narrative:ULTRASOUND']
C0551739	['Activity:Finding:Point in time:Respiratory system^Fetus:Nominal:ULTRASOUND']
C0551740	['Activity:Finding:Point in time:Trunk^Fetus:Narrative:ULTRASOUND']
C0551741	['Activity:Finding:Point in time:Trunk^Fetus:Nominal:ULTRASOUND']
C0551742	[]
C0551743	[]
C0551744	[]
C0551745	[]
C0551746	[]
C0551747	[]
C0551748	[]
C0551749	[]
C0551750	[]
C0551751	[]
C0551752	[]
C0551753	[]
C0551754	[]
C0551755	['Births.live:Number:Point in time:^Patient:Quantitative:Reported']
C0551756	['Births.preterm:Number:Point in time:^Patient:Quantitative:Reported']
C0551757	['Births.still living:Number:Point in time:^Patient:Quantitative:Reported']
C0551758	['Births.term:Number:Point in time:^Patient:Quantitative:Reported']
C0551759	['Births.total:Number:Point in time:^Patient:Quantitative:Reported']
C0551760	[]
C0551761	['Deprecated Blood flow.diastolic.atrial wave.max:Velocity:Point in time:Mitral valve:Quantitative:ULTRASOUND.doppler']
C0551762	[]
C0551764	[]
C0551766	[]
C0551768	[]
C0551770	[]
C0551772	[]
C0551773	[]
C0551774	[]
C0551775	[]
C0551776	[]
C0551777	[]
C0551778	[]
C0551779	[]
C0551780	[]
C0551781	[]
C0551782	[]
C0551783	[]
C0551784	[]
C0551785	[]
C0551786	[]
C0551787	[]
C0551788	[]
C0551789	[]
C0551790	[]
C0551791	[]
C0551792	[]
C0551793	[]
C0551794	[]
C0551795	[]
C0551796	[]
C0551797	[]
C0551798	[]
C0551799	['Deprecated Left ventricular outflow tract Mean blood flow Doppler.measured']
C0551800	[]
C0551801	['Deprecated Right ventricular outflow tract Mean blood flow Doppler.measured']
C0551802	[]
C0551803	[]
C0551804	[]
C0551805	[]
C0551806	[]
C0551807	[]
C0551808	[]
C0551809	[]
C0551810	[]
C0551811	[]
C0551812	[]
C0551813	[]
C0551814	[]
C0551815	[]
C0551816	[]
C0551817	[]
C0551818	[]
C0551819	[]
C0551820	[]
C0551821	[]
C0551822	[]
C0551823	[]
C0551824	[]
C0551825	[]
C0551826	[]
C0551827	[]
C0551828	[]
C0551829	[]
C0551830	[]
C0551831	[]
C0551832	[]
C0551834	[]
C0551836	[]
C0551837	[]
C0551838	[]
C0551839	[]
C0551840	[]
C0551841	[]
C0551842	[]
C0551843	[]
C0551844	[]
C0551845	[]
C0551846	[]
C0551847	[]
C0551848	[]
C0551849	[]
C0551850	[]
C0551851	[]
C0551852	[]
C0551853	[]
C0551854	[]
C0551855	[]
C0551856	[]
C0551857	[]
C0551858	[]
C0551859	[]
C0551860	[]
C0551861	[]
C0551862	[]
C0551863	[]
C0551864	[]
C0551865	[]
C0551866	[]
C0551867	[]
C0551868	[]
C0551869	[]
C0551870	[]
C0551871	[]
C0551872	[]
C0551873	[]
C0551874	[]
C0551875	[]
C0551876	[]
C0551877	[]
C0551878	[]
C0551879	[]
C0551880	[]
C0551881	[]
C0551882	[]
C0551883	[]
C0551884	[]
C0551885	[]
C0551887	[]
C0551888	[]
C0551889	[]
C0551890	[]
C0551891	[]
C0551892	[]
C0551893	[]
C0551894	[]
C0551895	[]
C0551896	[]
C0551897	[]
C0551898	[]
C0551899	[]
C0551900	[]
C0551901	[]
C0551902	[]
C0551903	[]
C0551904	[]
C0551905	[]
C0551906	[]
C0551907	[]
C0551908	[]
C0551909	[]
C0551910	[]
C0551911	[]
C0551912	[]
C0551913	[]
C0551914	['Diameter:Length:Point in time:Mitral valve:Quantitative:ULTRASOUND.measured']
C0551915	[]
C0551916	[]
C0551917	[]
C0551918	[]
C0551919	[]
C0551920	[]
C0551921	[]
C0551922	[]
C0551923	[]
C0551924	[]
C0551925	[]
C0551926	[]
C0551927	[]
C0551928	[]
C0551929	[]
C0551930	[]
C0551931	[]
C0551932	[]
C0551933	[]
C0551934	[]
C0551935	[]
C0551936	[]
C0551937	[]
C0551938	[]
C0551939	[]
C0551940	[]
C0551941	[]
C0551942	[]
C0551943	[]
C0551944	[]
C0551945	[]
C0551946	[]
C0551947	[]
C0551948	[]
C0551949	[]
C0551950	[]
C0551951	[]
C0551952	[]
C0551953	[]
C0551954	[]
C0551955	[]
C0551956	[]
C0551957	[]
C0551958	[]
C0551959	[]
C0551960	[]
C0551961	[]
C0551962	[]
C0551963	[]
C0551964	[]
C0551965	[]
C0551966	[]
C0551967	[]
C0551968	[]
C0551969	[]
C0551970	[]
C0551971	[]
C0551972	[]
C0551973	[]
C0551974	[]
C0551975	[]
C0551976	[]
C0551977	[]
C0551978	[]
C0551979	[]
C0551980	[]
C0551981	[]
C0551982	[]
C0551983	[]
C0551984	[]
C0551985	[]
C0551986	[]
C0551987	['Examination level.ultrasound:Type:Point in time:^Patient:Nominal']
C0551988	[]
C0551989	[]
C0551990	[]
C0551991	['Fetal position:Type:Point in time:Pelvis:Nominal:Palpation']
C0551992	['Fetal position:Type:Point in time:Pelvis:Nominal:ULTRASOUND']
C0551993	['Fetal presentation:Type:Point in time:Pelvis:Nominal:Palpation']
C0551994	['Fetal presentation:Type:Point in time:Pelvis:Nominal:ULTRASOUND']
C0551995	[]
C0551996	[]
C0551997	[]
C0551998	[]
C0551999	['Gender:Type:Point in time:^Fetus:Narrative:ULTRASOUND']
C0552000	['Gender:Type:Point in time:^Fetus:Nominal:ULTRASOUND']
C0552001	[]
C0552002	[]
C0552003	[]
C0552004	[]
C0552005	[]
C0552006	[]
C0552007	[]
C0552008	[]
C0552009	[]
C0552010	[]
C0552011	[]
C0552012	[]
C0552013	[]
C0552014	[]
C0552015	[]
C0552016	[]
C0552017	[]
C0552018	[]
C0552019	[]
C0552020	[]
C0552021	[]
C0552022	[]
C0552023	[]
C0552024	[]
C0552025	[]
C0552026	[]
C0552027	[]
C0552028	[]
C0552029	[]
C0552030	[]
C0552031	[]
C0552032	[]
C0552033	[]
C0552034	[]
C0552035	[]
C0552036	[]
C0552037	[]
C0552038	[]
C0552039	[]
C0552040	[]
C0552041	[]
C0552042	[]
C0552043	[]
C0552044	[]
C0552045	[]
C0552046	['Gestational age:Time:Point in time:^Fetus:Quantitative:ULTRASOUND.estimated from GSD.Rempen.91']
C0552047	[]
C0552048	[]
C0552049	[]
C0552050	[]
C0552051	[]
C0552052	[]
C0552053	[]
C0552054	[]
C0552055	[]
C0552056	[]
C0552057	[]
C0552058	[]
C0552059	[]
C0552060	[]
C0552061	[]
C0552062	[]
C0552063	['Grade:Type:Point in time:Placenta^Fetus:Ordinal:ULTRASOUND']
C0552064	[]
C0552065	[]
C0552066	['Identification criteria:Finding:Point in time:^Fetus:Narrative:ULTRASOUND']
C0552067	['Identification criteria:Finding:Point in time:^Fetus:Nominal:ULTRASOUND']
C0552068	[]
C0552069	[]
C0552070	[]
C0552071	[]
C0552073	[]
C0552074	[]
C0552075	[]
C0552076	[]
C0552077	[]
C0552078	[]
C0552079	[]
C0552080	[]
C0552081	[]
C0552082	[]
C0552083	[]
C0552084	[]
C0552085	[]
C0552086	[]
C0552087	[]
C0552088	[]
C0552089	[]
C0552090	[]
C0552091	[]
C0552092	[]
C0552093	['Ovulation date:Time Stamp -- Date and Time:Point in time:^Patient:Quantitative:Reported']
C0552094	[]
C0552095	[]
C0552096	[]
C0552097	[]
C0552098	[]
C0552099	[]
C0552100	[]
C0552101	[]
C0552102	[]
C0552103	[]
C0552104	[]
C0552105	[]
C0552106	[]
C0552107	[]
C0552108	['Position.heart:Finding:Point in time:Thorax^Fetus:Narrative:ULTRASOUND']
C0552109	['Position.heart:Finding:Point in time:Thorax^Fetus:Nominal:ULTRASOUND']
C0552110	['Position.placenta:Finding:Point in time:Uterus:Narrative:ULTRASOUND.measured']
C0552111	['Position.placenta:Finding:Point in time:Uterus:Nominal:ULTRASOUND.measured']
C0552112	['Pregnancies:Number:Point in time:^Patient:Quantitative:Reported']
C0552113	[]
C0552114	[]
C0552115	[]
C0552116	[]
C0552117	[]
C0552118	[]
C0552119	[]
C0552120	[]
C0552121	[]
C0552122	[]
C0552123	[]
C0552124	[]
C0552125	[]
C0552126	[]
C0552127	['Replicate summarization:Type:Point in time:Measurement:*']
C0552128	[]
C0552129	['Resistivity index:Velocity Ratio:Point in time:Cerebral artery middle:Quantitative:Doppler.calculated']
C0552130	[]
C0552131	[]
C0552132	[]
C0552133	[]
C0552134	[]
C0552135	[]
C0552136	[]
C0552137	[]
C0552138	[]
C0552139	[]
C0552140	[]
C0552141	['Study observation:Finding:Point in time:Abdomen^Fetus:Narrative:ULTRASOUND']
C0552142	['Study observation:Finding:Point in time:Abdomen^Fetus:Nominal:ULTRASOUND']
C0552143	['Study observation:Finding:Point in time:Abdominal wall^Fetus:Narrative:ULTRASOUND']
C0552144	['Study observation:Finding:Point in time:Abdominal wall^Fetus:Nominal:ULTRASOUND']
C0552145	['Study observation:Finding:Point in time:Aorta ascending^Fetus:Narrative:ULTRASOUND']
C0552146	['Study observation:Finding:Point in time:Aorta ascending^Fetus:Nominal:ULTRASOUND']
C0552147	['Study observation:Finding:Point in time:Aorta descending^Fetus:Narrative:ULTRASOUND']
C0552148	['Study observation:Finding:Point in time:Aorta descending^Fetus:Nominal:ULTRASOUND']
C0552149	['Study observation:Finding:Point in time:Aorta^Fetus:Narrative:ULTRASOUND']
C0552150	['Study observation:Finding:Point in time:Aorta^Fetus:Nominal:ULTRASOUND']
C0552151	['Study observation:Finding:Point in time:Aortic arch^Fetus:Narrative:ULTRASOUND']
C0552152	['Study observation:Finding:Point in time:Aortic arch^Fetus:Nominal:ULTRASOUND']
C0552153	['Study observation:Finding:Point in time:Cerebellum^Fetus:Narrative:ULTRASOUND']
C0552154	['Study observation:Finding:Point in time:Cerebellum^Fetus:Nominal:ULTRASOUND']
C0552155	['Study observation:Finding:Point in time:Cerebrum^Fetus:Narrative:ULTRASOUND']
C0552156	['Study observation:Finding:Point in time:Cerebrum^Fetus:Nominal:ULTRASOUND']
C0552157	[]
C0552158	['Study observation:Finding:Point in time:Cervix:Nominal:Palpation']
C0552159	[]
C0552160	['Study observation:Finding:Point in time:Colon^Fetus:Narrative:ULTRASOUND']
C0552161	['Study observation:Finding:Point in time:Colon^Fetus:Nominal:ULTRASOUND']
C0552162	['Study observation:Finding:Point in time:Cranium^Fetus:Narrative:ULTRASOUND']
C0552163	['Study observation:Finding:Point in time:Cranium^Fetus:Nominal:ULTRASOUND']
C0552164	['Study observation:Finding:Point in time:Diaphragm^Fetus:Narrative:ULTRASOUND']
C0552165	['Study observation:Finding:Point in time:Diaphragm^Fetus:Nominal:ULTRASOUND']
C0552166	['Study observation:Finding:Point in time:Ductal arch^Fetus:Narrative:ULTRASOUND']
C0552167	['Study observation:Finding:Point in time:Ductal arch^Fetus:Nominal:ULTRASOUND']
C0552168	['Study observation:Finding:Point in time:Face^Fetus:Narrative:ULTRASOUND']
C0552169	['Study observation:Finding:Point in time:Face^Fetus:Nominal:ULTRASOUND']
C0552170	['Study observation:Finding:Point in time:Head.choroid plexus^Fetus:Narrative:ULTRASOUND']
C0552171	['Study observation:Finding:Point in time:Head.choroid plexus^Fetus:Nominal:ULTRASOUND']
C0552172	['Study observation:Finding:Point in time:Head.fourth ventricle^Fetus:Narrative:ULTRASOUND']
C0552173	['Study observation:Finding:Point in time:Head.fourth ventricle^Fetus:Nominal:ULTRASOUND']
C0552174	['Study observation:Finding:Point in time:Head.intracranial anatomy^Fetus:Narrative:ULTRASOUND']
C0552175	['Study observation:Finding:Point in time:Head.intracranial anatomy^Fetus:Nominal:ULTRASOUND']
C0552176	['Study observation:Finding:Point in time:Head.lateral cerebral ventricles^Fetus:Narrative:ULTRASOUND']
C0552177	['Study observation:Finding:Point in time:Head.lateral cerebral ventricles^Fetus:Nominal:ULTRASOUND']
C0552178	['Study observation:Finding:Point in time:Posterior fossa^Fetus:Narrative:ULTRASOUND.measured']
C0552179	['Study observation:Finding:Point in time:Posterior fossa^Fetus:Nominal:ULTRASOUND.measured']
C0552180	['Study observation:Finding:Point in time:Head.third ventricle^Fetus:Narrative:ULTRASOUND.measured']
C0552181	['Study observation:Finding:Point in time:Head.third ventricle^Fetus:Nominal:ULTRASOUND.measured']
C0552182	['Study observation:Finding:Point in time:Head^Fetus:Narrative:ULTRASOUND']
C0552183	['Study observation:Finding:Point in time:Head^Fetus:Nominal:ULTRASOUND']
C0552184	['Study observation:Finding:Point in time:Aortic valve^Fetus:Narrative:ULTRASOUND']
C0552185	['Study observation:Finding:Point in time:Aortic valve^Fetus:Nominal:ULTRASOUND']
C0552186	['Study observation:Finding:Point in time:Heart.atria^Fetus:Narrative:ULTRASOUND']
C0552187	['Study observation:Finding:Point in time:Heart.atria^Fetus:Nominal:ULTRASOUND']
C0552188	['Study observation:Finding:Point in time:Heart.chambers^Fetus:Narrative:ULTRASOUND']
C0552189	['Study observation:Finding:Point in time:Heart.chambers^Fetus:Nominal:ULTRASOUND']
C0552190	['Study observation:Finding:Point in time:Heart.great vessels^Fetus:Narrative:ULTRASOUND']
C0552191	['Study observation:Finding:Point in time:Heart.great vessels^Fetus:Nominal:ULTRASOUND']
C0552192	['Study observation:Finding:Point in time:Heart.interventricular septum^Fetus:Narrative:ULTRASOUND']
C0552193	['Study observation:Finding:Point in time:Heart.interventricular septum^Fetus:Nominal:ULTRASOUND']
C0552194	['Study observation:Finding:Point in time:Mitral valve^Fetus:Narrative:ULTRASOUND']
C0552195	['Study observation:Finding:Point in time:Mitral valve^Fetus:Nominal:ULTRASOUND']
C0552196	[]
C0552197	['Study observation:Finding:Point in time:Tricuspid valve^Fetus:Narrative:ULTRASOUND']
C0552198	['Study observation:Finding:Point in time:Tricuspid valve^Fetus:Nominal:ULTRASOUND']
C0552199	['Study observation:Finding:Point in time:Heart.valves^Fetus:Narrative:ULTRASOUND']
C0552200	['Study observation:Finding:Point in time:Heart.valves^Fetus:Nominal:ULTRASOUND']
C0552201	['Study observation:Finding:Point in time:Heart.ventricle.left.outflow tract^Fetus:Narrative:ULTRASOUND']
C0552202	['Study observation:Finding:Point in time:Heart.ventricle.left.outflow tract^Fetus:Nominal:ULTRASOUND']
C0552203	['Study observation:Finding:Point in time:Heart.ventricle.right.outflow tract^Fetus:Narrative:ULTRASOUND']
C0552204	['Study observation:Finding:Point in time:Heart.ventricle.right.outflow tract^Fetus:Nominal:ULTRASOUND']
C0552205	['Study observation:Finding:Point in time:Intestine^Fetus:Narrative:ULTRASOUND']
C0552206	['Study observation:Finding:Point in time:Intestine^Fetus:Nominal:ULTRASOUND']
C0552207	['Study observation:Finding:Point in time:Kidney.left^Fetus:Narrative:ULTRASOUND']
C0552208	['Study observation:Finding:Point in time:Kidney.left^Fetus:Nominal:ULTRASOUND']
C0552209	['Study observation:Finding:Point in time:Kidney.right^Fetus:Narrative:ULTRASOUND']
C0552210	['Study observation:Finding:Point in time:Kidney.right^Fetus:Nominal:ULTRASOUND']
C0552211	['Study observation:Finding:Point in time:Kidney^Fetus:Narrative:ULTRASOUND']
C0552212	['Study observation:Finding:Point in time:Kidney^Fetus:Nominal:ULTRASOUND']
C0552213	['Study observation:Finding:Point in time:Limbs^Fetus:Narrative:ULTRASOUND']
C0552214	['Study observation:Finding:Point in time:Limbs^Fetus:Nominal:ULTRASOUND']
C0552215	['Study observation:Finding:Point in time:Nuchal fold^Fetus:Narrative:ULTRASOUND']
C0552216	['Study observation:Finding:Point in time:Nuchal fold^Fetus:Nominal:ULTRASOUND']
C0552217	['Study observation:Finding:Point in time:Pulmonary artery^Fetus:Narrative:ULTRASOUND']
C0552218	['Study observation:Finding:Point in time:Pulmonary artery^Fetus:Nominal:ULTRASOUND']
C0552219	['Study observation:Finding:Point in time:Pulmonary vein^Fetus:Narrative:ULTRASOUND']
C0552220	['Study observation:Finding:Point in time:Pulmonary vein^Fetus:Nominal:ULTRASOUND']
C0552221	['Study observation:Finding:Point in time:Small bowel^Fetus:Narrative:ULTRASOUND']
C0552222	['Study observation:Finding:Point in time:Small bowel^Fetus:Nominal:ULTRASOUND']
C0552223	['Study observation:Finding:Point in time:Spine^Fetus:Narrative:ULTRASOUND']
C0552224	['Study observation:Finding:Point in time:Spine^Fetus:Nominal:ULTRASOUND']
C0552225	['Study observation:Finding:Point in time:Stomach^Fetus:Narrative:ULTRASOUND']
C0552226	['Study observation:Finding:Point in time:Stomach^Fetus:Nominal:ULTRASOUND']
C0552227	['Study observation:Finding:Point in time:Thorax^Fetus:Narrative:ULTRASOUND']
C0552228	['Study observation:Finding:Point in time:Thorax^Fetus:Nominal:ULTRASOUND']
C0552229	['Study observation:Finding:Point in time:Umbilical cord^Fetus:Narrative:ULTRASOUND']
